Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
214,Bradley Barcola,fr FRA,"FW,MF",Paris S-G,fr Ligue 1,21-252,2002.0,13.5,398.0,517.0,77.0,5590.0,1382.0,262.0,318.0,82.4,116.0,147.0,78.9,10.0,23.0,43.5,6,4.9,3.8,1.1,27.0,25.0,19.0,1.0,56.0,Matches
215,Melvin Bard,fr FRA,DF,Nice,fr Ligue 1,23-187,2000.0,28.7,1422.0,1745.0,81.5,23042.0,6825.0,706.0,792.0,89.1,591.0,686.0,86.2,83.0,185.0,44.9,2,2.8,2.3,-0.8,18.0,76.0,25.0,14.0,111.0,Matches
216,Nicolò Barella,it ITA,MF,Inter,it Serie A,27-094,1997.0,29.9,1740.0,2053.0,84.8,28517.0,9183.0,908.0,994.0,91.3,642.0,721.0,89.0,147.0,230.0,63.9,3,3.3,4.4,-0.3,40.0,202.0,75.0,11.0,267.0,Matches
217,Kike Barja,es ESP,"FW,MF",Osasuna,es La Liga,27-040,1997.0,3.4,83.0,114.0,72.8,1232.0,240.0,44.0,50.0,88.0,24.0,34.0,70.6,8.0,17.0,47.1,0,0.5,0.4,-0.5,5.0,0.0,6.0,3.0,8.0,Matches
218,Ross Barkley,eng ENG,MF,Luton Town,eng Premier League,30-158,1993.0,28.7,1201.0,1457.0,82.4,21228.0,6417.0,543.0,604.0,89.9,467.0,527.0,88.6,143.0,222.0,64.4,4,3.7,2.6,0.3,43.0,135.0,26.0,1.0,158.0,Matches
219,Aymen Barkok,ma MAR,"MF,FW",Mainz 05,de Bundesliga,25-356,1998.0,3.6,118.0,184.0,64.1,1842.0,639.0,64.0,90.0,71.1,39.0,59.0,66.1,9.0,20.0,45.0,0,0.3,0.6,-0.3,5.0,11.0,4.0,1.0,16.0,Matches
220,Harvey Barnes,eng ENG,"FW,MF",Newcastle Utd,eng Premier League,26-154,1997.0,7.8,181.0,236.0,76.7,2529.0,637.0,117.0,135.0,86.7,56.0,70.0,80.0,5.0,13.0,38.5,3,3.2,1.9,-0.2,13.0,9.0,14.0,1.0,28.0,Matches
221,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,24-129,2000.0,27.0,652.0,881.0,74.0,10414.0,3014.0,324.0,406.0,79.8,259.0,333.0,77.8,51.0,85.0,60.0,0,0.8,0.9,-0.8,18.0,70.0,11.0,2.0,90.0,Matches
222,Enzo Barrenechea,ar ARG,MF,Frosinone,it Serie A,22-355,2001.0,29.3,1533.0,1800.0,85.2,25500.0,7333.0,731.0,805.0,90.8,643.0,733.0,87.7,121.0,188.0,64.4,1,1.6,1.1,-0.6,22.0,149.0,8.0,0.0,143.0,Matches
223,Ander Barrenetxea,es ESP,"FW,MF",Real Sociedad,es La Liga,22-136,2001.0,14.1,328.0,497.0,66.0,5006.0,1063.0,199.0,245.0,81.2,95.0,152.0,62.5,22.0,41.0,53.7,1,1.1,0.8,-0.1,11.0,12.0,11.0,3.0,34.0,Matches
224,Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,20-331,2003.0,16.5,690.0,828.0,83.3,11044.0,3388.0,359.0,407.0,88.2,274.0,312.0,87.8,45.0,70.0,64.3,1,1.7,0.9,-0.7,13.0,74.0,14.0,0.0,92.0,Matches
225,Davide Bartesaghi,it ITA,"DF,MF",Milan,it Serie A,18-134,2005.0,0.9,28.0,35.0,80.0,493.0,221.0,10.0,11.0,90.9,15.0,16.0,93.8,3.0,6.0,50.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,Matches
226,Marc Bartra,es ESP,DF,Betis,es La Liga,33-117,1991.0,2.5,101.0,118.0,85.6,1910.0,620.0,39.0,42.0,92.9,48.0,52.0,92.3,13.0,21.0,61.9,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,Matches
227,Federico Baschirotto,it ITA,DF,Lecce,it Serie A,27-234,1996.0,33.6,1377.0,1641.0,83.9,27242.0,8831.0,399.0,455.0,87.7,777.0,843.0,92.2,174.0,292.0,59.6,1,0.7,0.3,0.3,2.0,66.0,1.0,0.0,87.0,Matches
228,Steven Baseya,fr FRA,DF,Strasbourg,fr Ligue 1,19-118,2005.0,0.1,11.0,12.0,91.7,203.0,78.0,3.0,3.0,100.0,8.0,8.0,100.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
229,Chris Basham,eng ENG,"DF,MF",Sheffield Utd,eng Premier League,35-296,1988.0,3.6,103.0,138.0,74.6,1506.0,484.0,62.0,70.0,88.6,31.0,45.0,68.9,6.0,14.0,42.9,0,0.3,0.1,-0.3,2.0,7.0,2.0,0.0,7.0,Matches
230,Toma Bašić,hr CRO,MF,Salernitana,it Serie A,27-168,1996.0,10.9,385.0,463.0,83.2,6973.0,1698.0,173.0,186.0,93.0,150.0,179.0,83.8,51.0,75.0,68.0,0,0.5,0.5,-0.5,14.0,41.0,5.0,4.0,47.0,Matches
231,Calvin Bassey,ng NGA,DF,Fulham,eng Premier League,24-132,1999.0,23.6,1339.0,1561.0,85.8,25366.0,8749.0,451.0,479.0,94.2,732.0,798.0,91.7,132.0,233.0,56.7,0,0.0,0.2,0.0,1.0,80.0,2.0,0.0,61.0,Matches
232,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,25-028,1999.0,24.5,1623.0,1882.0,86.2,30993.0,10211.0,657.0,700.0,93.9,737.0,806.0,91.4,205.0,304.0,67.4,3,3.3,3.1,-0.3,21.0,131.0,33.0,13.0,135.0,Matches
233,Simone Bastoni,it ITA,"MF,DF",Empoli,it Serie A,27-188,1996.0,6.4,204.0,299.0,68.2,3401.0,1293.0,100.0,122.0,82.0,76.0,100.0,76.0,23.0,56.0,41.1,0,0.3,0.8,-0.3,8.0,19.0,5.0,2.0,23.0,Matches
